State,Year,NO2 Mean,O3 Mean,SO2 Mean,CO Mean,Year Average
North Carolina,2005,0.01243363245116279,0.03203882790697675,0.0021721669999999996,0.5193281767441864,0.1414932010255815
North Carolina,2006,0.012285188430555549,0.03240122222222224,0.0026880767592592585,0.40472144444444436,0.11302398296412035
North Carolina,2007,0.013916445365013777,0.029454453168044143,0.0029591417424242377,0.37641415840220416,0.10568604966942158
North Carolina,2008,0.011208203371900824,0.028049355371900814,0.002089669760330579,0.3231171542699724,0.09111609569352615
North Carolina,2009,0.009851958402857143,0.025921465714285753,0.0008160581171428546,0.29441544571428535,0.08275123198714278
North Carolina,2010,0.011689251356741563,0.028404657303370776,0.0009200436376404505,0.32940989606741605,0.09260596209129221
North Carolina,2011,0.009995173922644178,0.02928011251758086,0.0005839653684950789,0.3396209353023915,0.09487004677777791
North Carolina,2012,0.008671511397727262,0.028014240259740326,0.0002434193685064934,0.2806251623376621,0.07938858334090905
North Carolina,2013,0.008482232184659075,0.025435673295454587,0.0002653989914772727,0.2887515965909088,0.08073372526562494
North Carolina,2014,0.007755800159851291,0.026802462205700147,0.00034203616480793075,0.2708962862453527,0.07644914619392802
North Carolina,2015,0.0069457013025568245,0.02678544886363636,0.000281025215909091,0.25966110795454517,0.07341832083416186
North Carolina,2016,0.007471213838297869,0.029335038297872335,0.00024552729787234034,0.24881232340425566,0.07146602570957455
North Dakota,2008,0.00534773616909621,0.024832457725947523,0.00020149639358600578,0.17342246355685143,0.05095103846137029
North Dakota,2009,0.004921614116343489,0.02520029916897506,0.00027662414127423775,0.16611927146814431,0.049129452223684277
North Dakota,2010,0.005418301605479455,0.026455032876712345,0.00029220675890410957,0.17196172602739754,0.05103181681712336
North Dakota,2011,0.004477427017441859,0.025588098837209285,0.0002877105145348834,0.16649958139534907,0.04921320444113377
North Dakota,2012,0.0045819832472527465,0.025031936813186804,0.00023535502747252734,0.17614048351648384,0.05149743965109898
North Dakota,2013,0.004762328991999997,0.029309844000000026,0.00022652364800000008,0.1561864160000002,0.04762127816000005
North Dakota,2014,0.00447711034090909,0.027098136363636352,0.0001645514675324675,0.16172452597402623,0.04836608103652604
North Dakota,2015,0.004299024267477203,0.024690896656534962,0.0001295182006079028,0.17396784194528894,0.05077182026747725
North Dakota,2016,0.0046710099230769225,0.0258676923076923,0.0002563396593406594,0.1929021758241756,0.05592430442857137
Ohio,2009,0.004509151140718566,0.02809769161676648,0.002740670802395211,0.337697625748503,0.09326128482709581
Ohio,2010,0.0050790824371584695,0.03808820765027323,0.0014887388306010925,0.32358318579234996,0.09205980367759568
Ohio,2011,0.014715314159390884,0.024955639593908598,0.004588510406091373,0.285363731979695,0.08240579903477147
Ohio,2012,0.013829280486876653,0.023369489501312384,0.003067899332020997,0.2781697769028869,0.07960911155577424
Ohio,2013,0.012638240598859329,0.023429307034220533,0.0023072123973384012,0.2440969372623568,0.07061792432319376
Ohio,2014,0.012015437849492147,0.02370107940904891,0.0022677167488457956,0.24891264727608417,0.07172422032086775
Ohio,2015,0.012481228720000022,0.02393494974358977,0.0022092844523076915,0.27057807076923057,0.07730088342128201
Ohio,2016,0.009760795330555556,0.025508180555555576,0.001679377569444447,0.27875854722222265,0.07892672516944456
